sector_id,sector_nombre,variable_id,actividad_producto_nombre,indicador,unidad_de_medida,fuente,frecuencia_nombre,cobertura_nombre,alcance_tipo,alcance_id,alcance_nombre,indice_tiempo,valor
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2010-03-01,21.58
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2010-04-01,21.73
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2010-05-01,22.42
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2010-06-01,22.6
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2010-07-01,22.56
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2010-08-01,22.32
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2010-09-01,22.62
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2010-10-01,26.66
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2010-11-01,29.22
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2010-12-01,29.85
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2011-01-01,28.98
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2011-02-01,28.39
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2011-03-01,30.43
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2011-04-01,31.15
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2011-05-01,30.74
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2011-06-01,30.53
